index,Parameter Name,J (MeV),L (MeV),K (MeV),m*/m,J-J_calc,L-L_calc,K-K_Calc
825,J-30L-10K600ms_m0.6,-30.000000031051698,-10.000000101616422,600.0000000040948,0.6000000000340384,0.0,1.5562235944344138e-8,-6.299194410530617e-8
826,J-30L-10K600ms_m0.65,-30.000000028593384,-10.000000089086342,600.0000000303477,0.6500000000039565,-7.105427357601002e-15,1.556516338041547e-8,-5.1472852646838874e-8
827,J-30L-10K600ms_m0.7,-30.000000024203764,-10.000000066933808,600.0000000756748,0.6999999999752287,-7.105427357601002e-15,1.5552174659205775e-8,-5.034712557971943e-8
828,J-30L-10K600ms_m0.75,-30.00000002704833,-10.000000080979419,600.0000000484699,0.750000000000805,1.4210854715202004e-14,1.5562306998617714e-8,-7.04919784766389e-8
829,J-30L-10K600ms_m0.8,-30.000000035209005,-10.00000012162785,599.9999999679478,0.7999999999970194,7.105427357601002e-15,1.5569355582556454e-8,-5.493745902640512e-8
830,J-30L-10K600ms_m0.85,-30.0000000238366,-10.000000064628892,600.0000000826299,0.849999999998599,7.105427357601002e-15,1.5552799936813244e-8,-7.511061994591728e-8
831,J-30L-10K600ms_m0.9,-30.00000003731978,-10.000000131923315,599.9999999486489,0.9000000000010053,0.0,1.555814321818616e-8,-6.339053015835816e-8
832,J-30L-10K600ms_m0.95,-30.000000026223855,-10.000000076334956,600.0000000603699,0.9500000000089144,3.552713678800501e-15,1.5569412425975315e-8,-5.419246917881537e-8
833,J-30L-10K600ms_m1.0,-30.00000002475082,-10.000000068871827,600.0000000757856,1.0,0.0,1.5562889643661038e-8,-6.067273261578521e-8
834,J-30L0K0ms_m0.6,-29.999999888937168,4.603751904141973e-7,5.667533713449302e-7,0.6000000000175344,0.0,-5.8750245557348535e-8,2.0444478820991202e-7
835,J-30L0K0ms_m0.65,-29.999999886905357,4.707726475317031e-7,5.887410452487529e-7,0.6499999999942719,-2.842170943040401e-14,-5.8757265719577845e-8,2.4055236735875946e-7
836,J-30L0K0ms_m0.7,-29.99999993727164,2.191455905631301e-7,8.650913230212609e-8,0.7000000000089244,0.0,-5.875627095974778e-8,2.104164167349154e-7
837,J-30L0K0ms_m0.75,-29.999999991886796,-5.375318323785905e-8,-4.584025248277612e-7,0.750000000000805,0.0,-5.876400166471285e-8,2.499460549643119e-7
838,J-30L0K0ms_m0.8,-29.999999928034754,2.6566237920633284e-7,1.8120376665820004e-7,0.7999999999530085,-2.842170943040401e-14,-5.8750330822476826e-8,2.0299753344943383e-7
839,J-30L0K0ms_m0.85,-29.999999992513267,-5.6593648878333624e-8,-4.626240723837327e-7,0.8500000001476511,0.0,-5.875256192666711e-8,2.2822810308298369e-7
840,J-30L0K0ms_m0.9,-30.000000004844992,-1.1813062883447856e-7,-5.850905679949392e-7,0.9000000001179776,0.0,-5.874794339888467e-8,2.3724043529682614e-7
841,J-30L0K0ms_m0.95,-29.99999990307208,3.908427288479288e-7,4.334005510031602e-7,0.9500000000296016,0.0,-5.875411090983107e-8,2.1024465723940009e-7
842,J-30L0K0ms_m1.0,-29.999999918855906,3.120214842056157e-7,2.762477606665925e-7,1.0,2.842170943040401e-14,-5.8757976262313605e-8,2.1843800368515076e-7
843,J-30L0K300ms_m0.6,-29.999999995959257,1.5881482795521151e-9,299.9999999394736,0.5999999999845264,-7.105427357601002e-15,-2.4865357772796415e-8,7.930833589853137e-8
844,J-30L0K300ms_m0.65,-29.999999996486224,-8.081997293629684e-10,299.9999999358736,0.6500000000136411,-7.105427357601002e-15,-2.4859787117748056e-8,7.611765795445535e-8
845,J-30L0K300ms_m0.7,-29.999999993802476,1.2815007721656002e-8,299.9999999641422,0.7000000000313881,0.0,-2.4861947167664766e-8,8.883392865755013e-8
846,J-30L0K300ms_m0.75,-29.999999996220552,9.018208402267192e-10,299.9999999412016,0.75000000005238,0.0,-2.4856774416548433e-8,9.208679330185987e-8
847,J-30L0K300ms_m0.8,-30.00000000310186,-3.3349635941704037e-8,299.99999987347405,0.8000000000116896,-7.105427357601002e-15,-2.486895311903936e-8,7.582525540783536e-8
848,J-30L0K300ms_m0.85,-29.99999999258236,1.938468585649389e-8,299.9999999796265,0.8500000000482829,7.105427357601002e-15,-2.4865570935617143e-8,7.536215207437635e-8
849,J-30L0K300ms_m0.9,-30.000000005767006,-4.6417028443102026e-8,299.99999984863115,0.9000000000437095,0.0,-2.486392247647018e-8,8.965855613496387e-8
850,J-30L0K300ms_m0.95,-29.999999994543174,9.81094672170002e-9,299.99999996163126,0.9500000000502891,-3.552713678800501e-15,-2.4858493929968972e-8,7.59887939238979e-8
851,J-30L0K300ms_m1.0,-29.999999992217198,2.1538767214224208e-8,299.99999998557644,1.0,0.0,-2.4861449787749734e-8,8.110743010547594e-8
852,J-30L0K600ms_m0.6,-30.00000000138069,1.8231389731226955e-8,600.0000001327618,0.5999999999845264,-7.105427357601002e-15,9.03639829630265e-9,-2.3853203856560867e-8
853,J-30L0K600ms_m0.65,-30.000000000628383,2.2231546381590306e-8,600.0000001419555,0.6499999999845872,-7.105427357601002e-15,9.03079921954486e-9,-2.202648374804994e-8
854,J-30L0K600ms_m0.7,-29.99999999965044,2.732564752250255e-8,600.0000001531655,0.7000000000426202,0.0,9.02775099120845e-9,-1.654620973567944e-8
855,J-30L0K600ms_m0.75,-29.999999999936197,2.6074047809743206e-8,600.0000001515484,0.750000000000805,1.0658141036401503e-14,9.032319780999387e-9,-2.8497538551164325e-8
856,J-30L0K600ms_m0.8,-30.000000008096826,-1.4574123241573034e-8,600.0000000710266,0.7999999999970193,7.105427357601002e-15,9.032380177131927e-9,-2.0104721443203744e-8
857,J-30L0K600ms_m0.85,-30.000000014407853,-4.599229086466039e-8,600.0000000088753,0.849999999998599,7.105427357601002e-15,9.027591119092904e-9,-2.905073870351771e-8
858,J-30L0K600ms_m0.9,-30.000000010335654,-2.550972055814782e-8,600.0000000504485,0.9000000000065753,1.4210854715202004e-14,9.036298820319644e-9,-2.594902070995886e-8
859,J-30L0K600ms_m0.95,-29.999999999111733,3.071850773750384e-8,600.0000001634486,0.9500000000089144,3.552713678800501e-15,9.039635706642457e-9,-1.8848254512704443e-8
860,J-30L0K600ms_m1.0,-30.00000001532206,-5.023514404456364e-8,600.0000000020308,1.0,0.0,9.037123049893125e-9,-2.0035940906382166e-8
861,J-30L10K0ms_m0.6,-30.00000002554293,9.999999911703867,9.842707981988497e-9,0.6000000000340384,0.0,-6.528868823352241e-8,2.65740411009574e-7
862,J-30L10K0ms_m0.65,-30.000000023511177,9.999999922101324,3.1829898716750904e-8,0.6500000000136412,2.842170943040401e-14,-6.529357676754444e-8,2.54985792480511e-7
863,J-30L10K0ms_m0.7,-30.000000072171645,9.999999679003736,-4.5334310527778143e-7,0.6999999999864606,0.0,-6.526788354221935e-8,2.4293193234825605e-7
864,J-30L10K0ms_m0.75,-30.00000012721324,9.999999403972538,-1.002519404380564e-6,0.7499999999879111,2.842170943040401e-14,-6.528834717300924e-8,2.438180288777405e-7
865,J-30L10K0ms_m0.8,-30.00000006378764,9.999999721255904,-3.6717728590929255e-7,0.7999999999530085,-2.842170943040401e-14,-6.527822904445202e-8,2.4396904763079885e-7
866,J-30L10K0ms_m0.85,-30.00000012826621,9.999999398999648,-1.0110053949574649e-6,0.8500000001476511,0.0,-6.528814822104323e-8,2.588652137092142e-7
867,J-30L10K0ms_m0.9,-30.000000140597876,9.999999337462896,-1.1334716205624318e-6,0.9000000001179776,2.842170943040401e-14,-6.528266283112316e-8,2.6838940669904353e-7
868,J-30L10K0ms_m0.95,-30.000000038824965,9.999999846436253,-1.1498050156433237e-7,0.9500000000296016,0.0,-6.527859852667461e-8,2.4794199049438253e-7
869,J-30L10K0ms_m1.0,-30.00000005460879,9.999999767615009,-2.721338034916698e-7,1.0,2.842170943040401e-14,-6.528246387915715e-8,2.561348253493634e-7
870,J-30L10K300ms_m0.6,-29.999999969700042,10.000000104377023,300.00000003402295,0.6000000000010304,1.4210854715202004e-14,-3.138495685561793e-8,1.2106158919777954e-7
871,J-30L10K300ms_m0.65,-29.9999999693741,10.000000106245352,300.0000000389522,0.6500000000136411,-1.4210854715202004e-14,-3.138990223305882e-8,1.1821458656413597e-7
872,J-30L10K300ms_m0.7,-29.99999998181491,10.000000044245724,299.9999999159752,0.6999999999639966,-1.4210854715202004e-14,-3.139304283195088e-8,1.2282833949939231e-7
873,J-30L10K300ms_m0.75,-29.99999996825548,10.000000112219993,300.0000000528097,0.7500000000265925,0.0,-3.1394264965456387e-8,1.2317042319409666e-7
874,J-30L10K300ms_m0.8,-29.99999997343093,10.000000086497835,300.00000000214084,0.7999999999236681,-7.105427357601002e-15,-3.139257387374528e-8,1.1619147244346095e-7
875,J-30L10K300ms_m0.85,-29.999999982300665,10.000000042286047,299.99999991440103,0.8500000000151603,-7.105427357601002e-15,-3.1392048072120815e-8,1.1245481346122688e-7
876,J-30L10K300ms_m0.9,-29.99999997609612,10.000000073430328,299.99999997729776,0.8999999999323072,-1.4210854715202004e-14,-3.138403315006144e-8,1.15188470317662e-7
877,J-30L10K300ms_m0.95,-29.999999984687918,10.000000030580054,299.9999998921412,0.9500000000296016,1.4210854715202004e-14,-3.138900694921176e-8,1.1209107242393657e-7
878,J-30L10K300ms_m1.0,-29.999999982788438,10.000000040175564,299.99999991182153,1.0,-1.4210854715202004e-14,-3.139051329981157e-8,1.151958599621139e-7
879,J-30L10K600ms_m0.6,-30.000000006841653,9.999999994992578,600.000000105548,0.5999999999845264,7.105427357601002e-15,2.5090542976613506e-9,-1.2902319213026203e-8
880,J-30L10K600ms_m0.65,-30.000000026757846,9.999999895650127,599.999999908056,0.6500000000523799,0.0,2.506020280179655e-9,-9.23694187804358e-9
881,J-30L10K600ms_m0.7,-30.00000001895649,9.999999934861407,599.9999999875006,0.6999999999415328,7.105427357601002e-15,2.504506824152486e-9,-1.932073701027548e-8
882,J-30L10K600ms_m0.75,-30.000000023080435,9.999999914418794,599.9999999475015,0.750000000000805,-3.552713678800501e-15,2.507832164155843e-9,-2.53328380495077e-9
883,J-30L10K600ms_m0.8,-30.000000013557788,9.999999962187147,600.0000000438133,0.7999999999970193,-7.105427357601002e-15,2.5027730998772313e-9,-1.2120722203690093e-8
884,J-30L10K600ms_m0.85,-30.00000001978342,9.999999931195703,599.9999999825147,0.8499999999952866,-7.105427357601002e-15,2.506268970137171e-9,-5.99163740844233e-9
885,J-30L10K600ms_m0.9,-30.000000015796502,9.99999995125198,600.0000000232349,0.9000000000065753,0.0,2.5094664124480914e-9,-2.7199575924896635e-9
886,J-30L10K600ms_m0.95,-30.000000022256,9.999999919063256,599.9999999594017,0.9500000000089144,-1.0658141036401503e-14,2.5019346594490344e-9,-1.2740883903461508e-9
887,J-30L10K600ms_m1.0,-30.000000020782963,9.999999926526385,599.9999999748173,1.0,-1.4210854715202004e-14,2.5169413220282877e-9,-2.5363533495692536e-9
888,J-30L20K0ms_m0.6,-29.999999835565745,20.000000670217673,7.643817951930032e-7,0.6000000000340384,2.842170943040401e-14,-7.178391570050735e-8,2.470612088245616e-7
889,J-30L20K0ms_m0.65,-29.999999835239805,20.00000067208589,7.69310830150971e-7,0.6500000000523799,2.842170943040401e-14,-7.178364214155408e-8,2.5311574347597343e-7
890,J-30L20K0ms_m0.7,-29.99999988219446,20.000000437517656,3.0119625193947286e-7,0.6999999999864605,0.0,-7.176363325811508e-8,2.2374140939973586e-7
891,J-30L20K0ms_m0.75,-29.99999993723617,20.000000162486458,-2.4798057296493425e-7,0.7499999999879111,-2.842170943040401e-14,-7.17759967017173e-8,2.1746470935113399e-7
892,J-30L20K0ms_m0.8,-29.999999873810452,20.000000479769596,3.873615455063373e-7,0.7999999999530085,0.0,-7.177463245966464e-8,2.258011804201487e-7
893,J-30L20K0ms_m0.85,-29.999999938289022,20.000000157513796,-2.5646629353559547e-7,0.8500000001476511,0.0,-7.177322913776152e-8,2.3138666449540324e-7
894,J-30L20K0ms_m0.9,-29.99999995062069,20.000000095976475,-3.7893252269327604e-7,0.9000000001179776,2.842170943040401e-14,-7.177022709470293e-8,2.3937608162327717e-7
895,J-30L20K0ms_m0.95,-29.99999984884778,20.000000604949946,6.395583067586585e-7,0.9500000000296018,2.842170943040401e-14,-7.177670724445306e-8,2.2813700972790224e-7
896,J-30L20K0ms_m1.0,-29.99999986463166,20.000000526128588,4.824052837193449e-7,1.0,0.0,-7.17789809812075e-8,2.3796721393409825e-7
897,J-30L20K300ms_m0.6,-29.999999994550166,19.999999984192414,299.99999981291734,0.6000000000340384,0.0,-3.7916759509926123e-8,1.403012674927595e-7
898,J-30L20K300ms_m0.65,-29.99999998995952,20.000000007384074,299.9999998604933,0.6499999999555333,0.0,-3.791167202393808e-8,1.5656786445106263e-7
899,J-30L20K300ms_m0.7,-29.999999988981642,20.00000001247804,299.99999987170327,0.7000000000089243,0.0,-3.7921676465657583e-8,1.5304402722904342e-7
900,J-30L20K300ms_m0.75,-29.999999991399733,20.000000000564683,299.99999984876257,0.7500000000265925,1.4210854715202004e-14,-3.79143330064835e-8,1.437117020941514e-7
901,J-30L20K300ms_m0.8,-29.999999979744757,20.00000005899483,299.99999996639804,0.7999999999530085,-1.4210854715202004e-14,-3.7922557538649926e-8,1.4153255278870347e-7
902,J-30L20K300ms_m0.85,-29.99999998690859,20.000000023312282,299.99999989571705,0.8499999999820376,0.0,-3.791951641574087e-8,1.5086436633282574e-7
903,J-30L20K300ms_m0.9,-29.99999998582166,20.000000028868612,299.99999990743765,0.9000000001179776,-1.4210854715202004e-14,-3.790882985299504e-8,1.5030678923722007e-7
904,J-30L20K300ms_m0.95,-29.999999990148808,20.000000007341555,299.9999998649277,0.9500000000296018,0.0,-3.791710057043929e-8,1.4074328191782115e-7
905,J-30L20K300ms_m1.0,-29.99999998824933,20.000000016937065,299.9999998846082,1.0,-1.4210854715202004e-14,-3.7916901618473275e-8,1.422111495230638e-7
906,J-30L20K600ms_m0.6,-29.999999997412893,20.00000001362929,600.0000000317933,0.5999999999845264,-7.105427357601002e-15,-4.015401344759084e-9,9.931341082847212e-9
907,J-30L20K600ms_m0.65,-29.999999997086938,20.00000001549759,600.0000000367224,0.6499999999942719,-7.105427357601002e-15,-4.028049005455614e-9,1.4860461305943318e-8
908,J-30L20K600ms_m0.7,-29.99999999525612,20.00000002485612,600.0000000564618,0.7000000000313881,0.0,-4.022041366624762e-9,1.7717297851049807e-8
909,J-30L20K600ms_m0.75,-29.99999999682126,20.000000017207668,600.0000000420508,0.7500000000265925,0.0,-4.016026622366553e-9,1.0161556929233484e-8
910,J-30L20K600ms_m0.8,-29.999999984483928,20.00000007904933,600.0000001665093,0.7999999999295361,7.105427357601002e-15,-4.0256900035728904e-9,9.382574717164971e-9
911,J-30L20K600ms_m0.85,-29.999999992330125,20.000000039955125,600.000000089005,0.8499999999820376,7.105427357601002e-15,-4.025196176371537e-9,1.4244506019167602e-8
912,J-30L20K600ms_m0.9,-29.999999988684365,20.000000058305545,600.0000001263137,0.9000000000065753,0.0,-4.025537236884702e-9,8.988877198135015e-9
913,J-30L20K600ms_m0.95,-29.999999995143867,20.00000002611688,600.0000000624804,0.9500000000089144,0.0,-4.023842592459914e-9,1.0127450877916999e-8
914,J-30L20K600ms_m1.0,-29.99999999367084,20.000000033579852,600.000000077896,1.0,0.0,-4.023274158271306e-9,1.4901957001711708e-8
915,J-29L-50K0ms_m0.6,-29.00000000254306,-50.000000037999314,-1.6727534557503532e-7,0.5999999999845264,0.0,-2.415616506823426e-8,8.371108606297639e-8
916,J-29L-50K0ms_m0.65,-29.000000002217092,-50.000000036130984,-1.6234595534569962e-7,0.6499999999942719,0.0,-2.4151731281563116e-8,9.35517476818859e-8
917,J-29L-50K0ms_m0.7,-28.99999999825394,-50.00000001611079,-1.212832927421914e-7,0.6999999999752285,0.0,-2.4153074207333702e-8,9.593814809250037e-8
918,J-29L-50K0ms_m0.75,-29.000000001098513,-50.000000030156286,-1.4848851037640998e-7,0.750000000000805,0.0,-2.415369948494117e-8,8.101110893221633e-8
919,J-29L-50K0ms_m0.8,-28.999999991575848,-49.99999998238803,-5.2176666542891326e-8,0.7999999999970194,0.0,-2.415373501207796e-8,8.288329667038852e-8
920,J-29L-50K0ms_m0.85,-28.99999999788676,-50.00000001380579,-1.1432818070034045e-7,0.849999999998599,0.0,-2.4148945954038936e-8,9.409389889469824e-8
921,J-29L-50K0ms_m0.9,-28.99999999381454,-49.99999999332317,-7.275488655977824e-8,0.9000000000065753,0.0,-2.4150423882929317e-8,9.719556715026559e-8
922,J-29L-50K0ms_m0.95,-29.00000000023138,-50.00000002529856,-1.3616166683050324e-7,0.9500000000068457,0.0,-2.4141158405655005e-8,9.354258878602198e-8
923,J-29L-50K0ms_m1.0,-28.999999998801016,-50.00000001804875,-1.2117257597310527e-7,1.0,0.0,-2.4149755972757703e-8,8.428227715739925e-8
924,J-29L-50K300ms_m0.6,-29.000000010096947,-50.00000003201819,300.0000000046891,0.6000000000257864,0.0,9.737348705129989e-9,-3.790938762904261e-8
925,J-29L-50K300ms_m0.65,-29.00000000977097,-50.00000003014986,300.0000000096184,0.6500000000426952,0.0,9.736027095641475e-9,-3.594726649680524e-8
926,J-29L-50K300ms_m0.7,-29.00000000538137,-50.00000000799733,300.00000005494576,0.7000000000201563,-3.552713678800501e-15,9.736680794958374e-9,-3.809554982581176e-8
927,J-29L-50K300ms_m0.75,-29.000000005240654,-50.000000007116576,300.00000005759324,0.7499999999621236,-3.552713678800501e-15,9.737497919104499e-9,-3.790370328715653e-8
928,J-29L-50K300ms_m0.8,-28.999999997082675,-49.99999996617166,300.00000014025824,0.7999999999999534,-7.105427357601002e-15,9.734691275298246e-9,-3.3000503663060954e-8
929,J-29L-50K300ms_m0.85,-29.000000003350955,-49.99999999737629,300.00000007853293,0.850000000000255,7.105427357601002e-15,9.7377323982073e-9,-4.3464467580633936e-8
930,J-29L-50K300ms_m0.9,-28.99999999894183,-49.99999997520909,300.00000012347544,0.8999999999937641,0.0,9.741533801843616e-9,-3.965385531046195e-8
931,J-29L-50K300ms_m0.95,-29.000000005610303,-50.00000000844262,300.00000005755237,0.9500000000047769,0.0,9.738180040130828e-9,-4.040020940010436e-8
932,J-29L-50K300ms_m1.0,-29.00000000422257,-50.00000000140599,300.00000007211526,1.0,0.0,9.739785866713646e-9,-4.0264239942189306e-8
933,J-29L-50K600ms_m0.6,-29.000000003422542,-50.00000002004174,599.9999999280603,0.6000000000257864,0.0,4.362630079413066e-8,-1.7944194041774608e-7
934,J-29L-50K600ms_m0.65,-29.000000003096545,-50.00000001817341,599.9999999329898,0.6500000000426952,0.0,4.362455285900069e-8,-1.7236379790119827e-7
935,J-29L-50K600ms_m0.7,-28.999999874923446,-49.99999937710345,600.0000012161521,0.7000000000201563,0.0,4.3621184886433184e-8,-1.7155491605080897e-7
936,J-29L-50K600ms_m0.75,-28.999999927832818,-49.99999964147315,600.0000006882987,0.7499999999621236,0.0,4.363241856708555e-8,-1.7605111679586116e-7
937,J-29L-50K600ms_m0.8,-28.999999866539497,-49.99999933485134,600.0000013023174,0.7999999999970194,0.0,4.362335914720461e-8,-1.7819218101067236e-7
938,J-29L-50K600ms_m0.85,-28.999999925900482,-49.99999963151947,600.0000007096647,0.849999999998599,0.0,4.363289463071851e-8,-1.7709260191622889e-7
939,J-29L-50K600ms_m0.9,-28.99999993951161,-49.9999996994535,600.000000574405,0.9000000000065753,0.0,4.363300831755623e-8,-1.9120761862723157e-7
940,J-29L-50K600ms_m0.95,-29.00000001653396,-50.00000008445636,599.999999804943,0.9500000000006396,0.0,4.3622662815323565e-8,-1.7650336303631775e-7
941,J-29L-50K600ms_m1.0,-29.000000032914812,-50.000000166262794,599.9999996418196,1.0,0.0,4.3624709178402554e-8,-1.7755473891156726e-7
942,J-29L-40K0ms_m0.6,-28.99999997543094,-39.999999930946046,-6.419696774173644e-8,0.5999999999845264,1.4210854715202004e-14,-3.06863512378186e-8,1.0769753089334702e-7
943,J-29L-40K0ms_m0.65,-28.999999973825595,-39.999999922680615,-4.64735592231591e-8,0.649999999965218,-1.4210854715202004e-14,-3.068375065140572e-8,1.0853844401026438e-7
944,J-29L-40K0ms_m0.7,-28.999999971141847,-39.99999990905752,-1.820504280658497e-8,0.6999999999752287,-1.4210854715202004e-14,-3.06826137830285e-8,1.1961751056333014e-7
945,J-29L-40K0ms_m0.75,-28.999999973986405,-39.99999992310302,-4.541026044080354e-8,0.750000000000805,0.0,-3.0682599572173785e-8,1.027464264780065e-7
946,J-29L-40K0ms_m0.8,-28.999999982147102,-39.99999996375146,-1.259318125335085e-7,0.7999999999970194,0.0,-3.068409171191888e-8,1.0029362584873527e-7
947,J-29L-40K0ms_m0.85,-28.999999970774667,-39.999999906752464,-1.124980286704158e-8,0.849999999998599,0.0,-3.067843579174223e-8,1.095879369472641e-7
948,J-29L-40K0ms_m0.9,-28.999999966574507,-39.99999988563019,3.160289097081659e-8,0.9000000000010053,0.0,-3.06810221673004e-8,9.821200919191142e-8
949,J-29L-40K0ms_m0.95,-28.999999973161948,-39.99999991845846,-3.350988286854317e-8,0.9500000000089144,0.0,-3.067539466883318e-8,1.0267558003818067e-7
950,J-29L-40K0ms_m1.0,-28.999999971688908,-39.99999991099543,-1.8094198139806394e-8,1.0,0.0,-3.068031162456464e-8,1.0929190352726437e-7
951,J-29L-40K300ms_m0.6,-29.0000000159843,-40.00000005738911,299.999999973211,0.6000000000340384,0.0,3.216563015939755e-9,-1.331716248387238e-8
952,J-29L-40K300ms_m0.65,-29.000000015231862,-40.00000005338839,299.99999998240503,0.6500000000426952,0.0,3.2145095474334084e-9,-1.3741043858317425e-8
953,J-29L-40K300ms_m0.7,-29.000000011695185,-40.000000035500584,300.00000001920296,0.7000000000426202,0.0,3.2149714002116525e-9,-1.2754469480569242e-8
954,J-29L-40K300ms_m0.75,-29.000000010275073,-40.0000000282228,300.0000000346445,0.7499999999492298,-7.105427357601002e-15,3.21708171213686e-9,-1.1637496299954364e-8
955,J-29L-40K300ms_m0.8,-29.000000020141627,-40.00000007740053,299.9999999370643,0.7999999999970194,-7.105427357601002e-15,3.216229060853948e-9,-9.048221727425698e-9
956,J-29L-40K300ms_m0.85,-29.0000000087692,-40.000000020401615,300.0000000517461,0.849999999998599,-7.105427357601002e-15,3.213699528714642e-9,-9.781274457054678e-9
957,J-29L-40K300ms_m0.9,-29.000000022380327,-40.00000008833561,299.99999991648593,0.9000000000065753,0.0,3.2157601026483462e-9,-1.2539430827018805e-8
958,J-29L-40K300ms_m0.95,-29.00000001098589,-40.000000031254665,300.0000000311919,0.9500000000006396,3.552713678800501e-15,3.2149003459380765e-9,-1.642018787606503e-8
959,J-29L-40K300ms_m1.0,-29.00000000968344,-40.000000024644464,300.00000004490187,1.0,0.0,3.2142821737579652e-9,-1.6113915535242995e-8
960,J-29L-40K600ms_m0.6,-29.000000139175484,-40.000000564448385,599.999999379679,0.6000000000257864,0.0,3.711592455601931e-8,-1.2322527709329734e-7
961,J-29L-40K600ms_m0.65,-29.000000138849487,-40.000000562579885,599.9999993846083,0.6500000000426952,0.0,3.712436580372014e-8,-1.2750479072565213e-7
962,J-29L-40K600ms_m0.7,-29.000000010676445,-39.99999992151021,600.00000066777,0.7000000000201563,0.0,3.7120287288416876e-8,-1.240360916199279e-7
963,J-29L-40K600ms_m0.75,-29.00000006358576,-40.00000018587957,600.000000139917,0.7499999999621236,0.0,3.712398211064283e-8,-1.2147177130827913e-7
964,J-29L-40K600ms_m0.8,-29.000000002292467,-39.999999879258155,600.0000007539353,0.7999999999970194,0.0,3.711494400704396e-8,-1.229994950335822e-7
965,J-29L-40K600ms_m0.85,-29.000000061653424,-40.00000017592606,600.0000001612834,0.849999999998599,0.0,3.712428053859185e-8,-1.2087593859178014e-7
966,J-29L-40K600ms_m0.9,-29.00000007526461,-40.000000243860256,600.000000026023,0.9000000000065753,0.0,3.712187890414498e-8,-1.5023704236227786e-7
967,J-29L-40K600ms_m0.95,-29.0000001522869,-40.000000628863006,599.9999992565614,0.9500000000006396,0.0,3.712251839260716e-8,-1.284723794015008e-7
968,J-29L-40K600ms_m1.0,-29.00000016866781,-40.00000071066961,599.9999990934377,1.0,0.0,3.7123754736967385e-8,-1.3003568710701074e-7
969,J-29L-30K0ms_m0.6,-28.99999998089183,-29.999999954184318,-9.140988765921065e-8,0.5999999999845264,-1.4210854715202004e-14,-3.7209321845921295e-8,1.3399700549143748e-7
970,J-29L-30K0ms_m0.65,-28.99999997885999,-29.999999943786747,-6.942219954453321e-8,0.6499999999555333,0.0,-3.720386487771066e-8,1.4698069605856293e-7
971,J-29L-30K0ms_m0.7,-28.999999977029148,-29.99999993442816,-4.968275391092902e-8,0.6999999999864605,1.4210854715202004e-14,-3.72125050773775e-8,1.3725251335472424e-7
972,J-29L-30K0ms_m0.75,-28.999999979447267,-29.99999994634129,-7.262330825597019e-8,0.750000000000805,0.0,-3.720770180848376e-8,1.2761331902311215e-7
973,J-29L-30K0ms_m0.8,-28.999999987607936,-29.99999998698968,-1.5314484613782042e-7,0.7999999999970193,1.4210854715202004e-14,-3.7213613524045286e-8,1.3467612092199493e-7
974,J-29L-30K0ms_m0.85,-28.999999976150235,-29.999999929564297,-3.760992228762916e-8,0.8499999999952867,0.0,-3.721259034250579e-8,1.2906635049603213e-7
975,J-29L-30K0ms_m0.9,-28.99999998984663,-29.999999997924874,-1.7372308036556205e-7,0.9000000000065753,1.4210854715202004e-14,-3.720545649343876e-8,1.4581651441858417e-7
976,J-29L-30K0ms_m0.95,-28.99999997862281,-29.999999941696842,-6.07229342364235e-8,0.9500000000089144,-1.4210854715202004e-14,-3.7201676406084516e-8,1.386951478110632e-7
977,J-29L-30K0ms_m1.0,-28.99999997714974,-29.999999934233756,-4.530724595497304e-8,1.0,1.4210854715202004e-14,-3.7207815495321483e-8,1.3773993146060095e-7
978,J-29L-30K300ms_m0.6,-28.99999999608528,-29.999999976629184,300.00000006279015,0.5999999999845264,0.0,-3.3161065005060664e-9,1.2620091638382291e-8
979,J-29L-30K300ms_m0.65,-28.999999995759314,-29.999999974760854,300.0000000677194,0.6499999999942719,0.0,-3.315935970249484e-9,9.773202691576444e-9
980,J-29L-30K300ms_m0.7,-29.000000009053053,-30.000000041025118,299.99999993621304,0.6999999999639966,0.0,-3.317467189845047e-9,1.2610598787432536e-8
981,J-29L-30K300ms_m0.75,-28.999999995493646,-29.99999997305089,300.0000000730475,0.7500000000265925,0.0,-3.3187319559147e-9,1.2952568795299158e-8
982,J-29L-30K300ms_m0.8,-29.000000002801404,-30.0000000094346,300.0000000010553,0.7999999999970194,0.0,-3.317897068200182e-9,1.2071495802956633e-8
983,J-29L-30K300ms_m0.85,-29.000000009112327,-30.000000040852427,299.9999999389036,0.849999999998599,0.0,-3.319570396342897e-9,9.980567483580671e-9
984,J-29L-30K300ms_m0.9,-29.000000005040107,-30.000000020369782,299.999999980477,0.9000000000065753,0.0,-3.316756647109287e-9,1.6765852706157602e-8
985,J-29L-30K300ms_m0.95,-28.999999993445222,-29.999999962286537,300.0000000971874,0.9499999999909163,0.0,-3.318675112495839e-9,1.6833496374601964e-8
986,J-29L-30K300ms_m1.0,-29.000000010026575,-30.000000045095362,299.99999993205944,1.0,0.0,-3.3169449409342633e-9,1.4903037026670063e-8
987,J-29L-30K600ms_m0.6,-29.00000002644032,-30.00000006185263,600.0000001435503,0.6000000000257864,0.0,3.057753517055062e-8,-1.232614295076928e-7
988,J-29L-30K600ms_m0.65,-29.00000002611435,-30.00000005998396,600.00000014848,0.6500000000426952,0.0,3.0577837151213316e-8,-1.5056184565764852e-7
